surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,evidence,anomaly,blocked_scope
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,page_initialization,page initialization,GET,/admin/promo/invite/friends/transfer/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,好友转线列表,后台/运营管理/邀请好友/好友转线列表.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 119; live-menu route and DOM control snapshot,,
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,page_initialization,page initialization,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 116; live-menu route and DOM control snapshot,,
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,,unknown,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 114; live-menu route and DOM control snapshot,,
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 120,121,122,123,124,125,126,127; live-menu route and DOM control snapshot",,
admin,Member Management,Inviter Transfer Records,/member-management/inviter-transfer-records,page_initialization,page initialization,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 117; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,page_initialization,page initialization,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 101; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,page_initialization,page initialization,GET,/admin/notify/audit/alarm,t,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=bonus_review_pending,feedback_pending,kyc_pending,mall_order_pending,withdraw_pending",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,获取系统通知数量-wesley/owen,后台/系统管理/通知中心/获取系统通知数量-wesley-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 103; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,page_initialization,page initialization,GET,/admin/promo/vip/sign/in/list,"end_time,page,page_size,start_time",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=a,d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,每日签到列表,后台/Vipv2/每日签到列表.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 105; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,page_initialization,page initialization,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 102; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 106,107,108,109,110,111,112,113; live-menu route and DOM control snapshot",,
admin,Member Management,VIP Check-in Log,/member-management/vip-checkin-log,page_initialization,page initialization,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 104; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Config,/member-management/vip-config,page_initialization,page initialization,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 73; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Config,/member-management/vip-config,page_initialization,page initialization,GET,/admin/notify/audit/alarm,t,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=bonus_review_pending,feedback_pending,kyc_pending,mall_order_pending,withdraw_pending",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,获取系统通知数量-wesley/owen,后台/系统管理/通知中心/获取系统通知数量-wesley-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 75; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Config,/member-management/vip-config,page_initialization,page initialization,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 74; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Config,/member-management/vip-config,page_initialization,page initialization,GET,/admin/vip/config/listv2,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,配置列表,后台/Vipv2/配置列表.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 77; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Config,/member-management/vip-config,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 78,79,80,81,82,83,84,85; live-menu route and DOM control snapshot",,
admin,Member Management,VIP Config,/member-management/vip-config,page_initialization,page initialization,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 76; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 87; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,GET,/admin/notify/audit/alarm,t,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=bonus_review_pending,feedback_pending,kyc_pending,mall_order_pending,withdraw_pending",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,获取系统通知数量-wesley/owen,后台/系统管理/通知中心/获取系统通知数量-wesley-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 90; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,GET,/admin/promo/vip/log/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=list,summary,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,奖励表列表-aliang,后台/Vipv2/奖励表列表-aliang.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 91; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 88; live-menu route and DOM control snapshot,,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,,unknown,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 86,100; live-menu route and DOM control snapshot",,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 92,93,94,95,96,97,98,99; live-menu route and DOM control snapshot",,
admin,Member Management,VIP Rewards,/member-management/vip-rewards,page_initialization,page initialization,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 89; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,page_initialization,page initialization,GET,/admin/bonus/review/list,"created_end_at,created_start_at,page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,待审订单列表 - felix.bru,后台/礼金/待审订单列表 - felix.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 395; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,page_initialization,page initialization,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 391; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,page_initialization,page initialization,GET,/admin/notify/audit/alarm,t,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=bonus_review_pending,feedback_pending,kyc_pending,mall_order_pending,withdraw_pending",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,获取系统通知数量-wesley/owen,后台/系统管理/通知中心/获取系统通知数量-wesley-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 394; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,page_initialization,page initialization,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 392; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 396,397,398,399,400,401,402,403,404; live-menu route and DOM control snapshot",,
admin,Operation Management,Promotion Spend Audit,/operations/activity-expenditure-audit,page_initialization,page initialization,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 393; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 377; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,GET,/admin/notify/audit/alarm,t,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=bonus_review_pending,feedback_pending,kyc_pending,mall_order_pending,withdraw_pending",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,获取系统通知数量-wesley/owen,后台/系统管理/通知中心/获取系统通知数量-wesley-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 381; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,GET,/admin/promo/list,"page,page_size",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=d,s,t,update_users",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/promo,活动列表 - felix,后台/活动/活动列表 - felix.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 382; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 378; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-page-initialization.json network events 383,384,385,386,387,388,389,390; live-menu route and DOM control snapshot",,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 380; live-menu route and DOM control snapshot,,
admin,Operation Management,Promotion List,/operations/activity-list,page_initialization,page initialization,POST,/admin/user/list,,,"page,page_size","accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Body: page form/filter or UI defaults; Header: browser session/runtime,200,True,"object; keys=d,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-page-initialization.json network events 379; live-menu route and DOM control snapshot,,
admin,Operation Management,Ad Tracking/Buried Point,/operations/advertisement-tracking,page_initialization,page initialization,GET,/admin/buriedPoint/list,"page,page_size,ty",,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=d,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,埋点列表-todo,后台/埋点/埋点列表-todo.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 410; live-menu route and DOM control snapshot,,
admin,Operation Management,Ad Tracking/Buried Point,/operations/advertisement-tracking,page_initialization,page initialization,GET,/admin/domain/listForSelect,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,list,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,域名选项列表-todo,后台/域名/域名选项列表-todo.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 407; live-menu route and DOM control snapshot,,
admin,Operation Management,Ad Tracking/Buried Point,/operations/advertisement-tracking,page_initialization,page initialization,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-page-initialization.json network events 405; live-menu route and DOM control snapshot,,
