surface,top_menu,page_name,page_route,control_type,action_name,action_status,method,normalized_path,query_fields,path_fields,body_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,trigger_status,save_confirmation,evidence,blocked_scope
admin,Member Management,Login Logs (New),/member-center/detail/{uid},page_size,page_size,CHANGED_READ_ONLY,GET,/admin/member/log/listv1,end_time | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""d"",""s"",""t""],""count"":1}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs (New),existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[534],
admin,Member Management,Login Logs (New),/member-center/detail/{uid},reset,Reset / Reset Data,CLICKED_READ_ONLY,GET,/admin/member/log/listv1,end_time | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""d"",""s"",""t""],""count"":1}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs (New),existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[535],
admin,Member Management,Login Logs (New),/member-center/detail/{uid},export,export,CLICKED_NO_INTERFACE_CAPTURED,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs (New),existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,NO_INTERFACE_CAPTURED,NOT_REQUIRED_NOT_ATTEMPTED,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Login Logs,/member-center/detail/{uid},query_with_bounded_filters,Query / 查 询,CLICKED_READ_ONLY,GET,/admin/member/log/list,end_time | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""d"",""s"",""t""],""count"":1}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[557],
admin,Member Management,Login Logs,/member-center/detail/{uid},page_2,page_2,CURRENT_FILTER_HAS_NO_PAGE_2,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Login Logs,/member-center/detail/{uid},page_size,page_size,CHANGED_READ_ONLY,GET,/admin/member/log/list,end_time | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""d"",""s"",""t""],""count"":1}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[558],
admin,Member Management,Login Logs,/member-center/detail/{uid},reset,Reset / Reset Data,CLICKED_READ_ONLY,GET,/admin/member/log/list,end_time | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""d"",""s"",""t""],""count"":1}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[559],
admin,Member Management,Login Logs,/member-center/detail/{uid},export,export,CLICKED_NO_INTERFACE_CAPTURED,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Login Logs,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,NO_INTERFACE_CAPTURED,NOT_REQUIRED_NOT_ATTEMPTED,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Token Wallet Transaction,/member-center/detail/{uid},query_with_bounded_filters,Query / 查 询,CLICKED_READ_ONLY,POST,/admin/finance/tokens/transaction/list,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""a"",""d"",""page"",""page_size"",""t""],""count"":null}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Token Wallet Transaction,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[582],
admin,Member Management,Token Wallet Transaction,/member-center/detail/{uid},page_2,page_2,CURRENT_FILTER_HAS_NO_PAGE_2,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Token Wallet Transaction,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Token Wallet Transaction,/member-center/detail/{uid},page_size,page_size,CONTROL_NOT_PRESENT,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Token Wallet Transaction,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Token Wallet Transaction,/member-center/detail/{uid},reset,Reset / Reset Data,CLICKED_READ_ONLY,POST,/admin/promo/task/list,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""d"",""s"",""t""],""count"":58}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Token Wallet Transaction,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[583],
admin,Member Management,Token Wallet Transaction,/member-center/detail/{uid},reset,Reset / Reset Data,CLICKED_READ_ONLY,POST,/admin/finance/tokens/transaction/list,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""a"",""d"",""page"",""page_size"",""t""],""count"":null}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Token Wallet Transaction,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[584],
admin,Member Management,Token Wallet Transaction,/member-center/detail/{uid},export,export,CLICKED_NO_INTERFACE_CAPTURED,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Token Wallet Transaction,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,NO_INTERFACE_CAPTURED,NOT_REQUIRED_NOT_ATTEMPTED,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Daily Statistics,/member-center/detail/{uid},query_with_bounded_filters,Query / 查 询,CLICKED_READ_ONLY,GET,/admin/reports/member/detail,end_time | field | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""a"",""d"",""s"",""t""],""count"":null}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Daily Statistics,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[606],
admin,Member Management,Daily Statistics,/member-center/detail/{uid},page_2,page_2,CURRENT_FILTER_HAS_NO_PAGE_2,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Daily Statistics,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Daily Statistics,/member-center/detail/{uid},page_size,page_size,CONTROL_NOT_PRESENT,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Daily Statistics,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Daily Statistics,/member-center/detail/{uid},reset,Reset / Reset Data,CLICKED_READ_ONLY,GET,/admin/reports/member/detail,end_time | field | page | page_size | start_time | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""a"",""d"",""s"",""t""],""count"":null}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Daily Statistics,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[607],
admin,Member Management,Daily Statistics,/member-center/detail/{uid},export,export,CLICKED_NO_INTERFACE_CAPTURED,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Daily Statistics,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,NO_INTERFACE_CAPTURED,NOT_REQUIRED_NOT_ATTEMPTED,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Game Stats,/member-center/detail/{uid},query_with_bounded_filters,Query / 查 询,CLICKED_READ_ONLY,GET,/admin/reports/member-daily-game/detail,end_date | field | page | page_size | start_date | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""a"",""d"",""s"",""t""],""count"":null}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Game Stats,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[390],
admin,Member Management,Game Stats,/member-center/detail/{uid},page_2,page_2,CURRENT_FILTER_HAS_NO_PAGE_2,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Game Stats,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Game Stats,/member-center/detail/{uid},page_size,page_size,CONTROL_NOT_PRESENT,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Game Stats,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Game Stats,/member-center/detail/{uid},export,export,CONTROL_NOT_PRESENT,,,,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,,,no request captured,authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Game Stats,existing inventory/catalog comparison + live UI DOM,DOCUMENTED_REACHABLE,,,,record-flow-member-tab-readonly-deep-scan.json network[none],
admin,Member Management,Game Stats,/member-center/detail/{uid},reset,Reset / Reset Data,CLICKED_READ_ONLY,GET,/admin/reports/member-daily-game/detail,end_date | field | page | page_size | start_date | uid,,,Asia/Manila current day UI date controls; UI-provided enum/date/pagination controls,200,true,"{""type"":""object"",""keys"":[""a"",""d"",""s"",""t""],""count"":null}",authenticated FAT admin; rendered controls imply current role permission,none (read only),selected current-run member; no mutation,selected current-run member unchanged; no mutation,admin member detail records,Game Stats,existing inventory/catalog comparison + live UI DOM,ACTIVE,true,,,record-flow-member-tab-readonly-deep-scan.json network[391],
