surface,top_menu,page_name,page_route,control_type,action_name,method,normalized_path,query_fields,path_fields,body_fields,header_fields,parameter_source,http_status,business_status,response_structure,auth_role,side_effect,before_state,after_state,original_category,original_name,original_source_file,classification,currently_used_by_ui,evidence,anomaly,blocked_scope
admin,Login/Auth,Login,login,button,Google verification confirm,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=avatar,bind_time,button_permission_ids,cmpl,create_name,created_at,email,google_secret,group_id,id,last_login_ip,last_login_time,login_password,nickname,operator_name,pwd_edit_time,roles,sid,status,stores,updated_at,username",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE,YES,fat-admin-full-scan.json network events 4; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,Google verification confirm,GET,/admin/notify/audit/alarm,t,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=bonus_review_pending,feedback_pending,kyc_pending,mall_order_pending,withdraw_pending",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,获取系统通知数量-wesley/owen,后台/系统管理/通知中心/获取系统通知数量-wesley-owen.bru,ACTIVE,YES,fat-admin-full-scan.json network events 6; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,Google verification confirm,GET,/admin/reports/bi/basic,report_type,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,"object; keys=arppu,arpu,balance,bets_deposit,bets_people,deposit_amount,deposit_people,dw_diff,ebingo_ggr,first_deposit,first_deposit_amount,game_ggr,ggr,injection_rate,login_count,new_deposit,new_deposit_amount,refill_deposit,refill_deposit_amount,reg_count,report_type,sports_ggr,valid_bet_amount,withdraw_amount,withdraw_people,ws_ggr",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/report,首页BI,后台/报表/首页BI.bru,ACTIVE,YES,fat-admin-full-scan.json network events 11; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,Google verification confirm,GET,/admin/reports/bi/chart,time_range,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Query: route/filter/pagination values emitted by current UI state; Header: browser session/runtime,200,True,object; keys=d,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 9; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,Google verification confirm,GET,/admin/sys/config/compliance/status,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=effective_open,effective_reason,effective_status_msg",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,,,,UNDOCUMENTED_ACTIVE,YES,fat-admin-full-scan.json network events 5; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,Google verification confirm,POST,/admin/game/search,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=ids,list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+游戏列表查询-owen-aliang,后台/game管理/游戏管理/+游戏列表查询-owen-aliang.bru,ACTIVE,YES,"fat-admin-full-scan.json network events 8,10,12,13,14,15,16; DOM route/control snapshot",,
admin,Login/Auth,Login,login,button,Google verification confirm,POST,/admin/gameclass/list,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,t,user-agent,x-device-id",Header: browser session/runtime,200,True,"object; keys=list,page,page_size,s,t",FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/game,+查询场馆列表-owen,后台/game管理/场馆管理/+查询场馆列表-owen.bru,ACTIVE,YES,fat-admin-full-scan.json network events 7; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,Google verification confirm,POST,/admin/login,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,user-agent,x-device-id",Header: browser session/runtime,200,True,string,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/auth,后端账号登陆-seven,后台/后台账号管理/后端账号登陆-seven.bru,ACTIVE,YES,fat-admin-full-scan.json network events 3; DOM route/control snapshot,,
admin,Login/Auth,Login,login,button,login credentials submit,POST,/admin/login/auth,,,,"accept,accept-language,client-id,client-version,content-type,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,user-agent,x-device-id",Header: browser session/runtime,200,True,number,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/auth,后端账号登陆（前置验证）-seven,后台/后台账号管理/后端账号登陆（前置验证）-seven.bru,ACTIVE,YES,fat-admin-full-scan.json network events 2; DOM route/control snapshot,,
admin,Login/Auth,Login,login,page_initialization,open login page,GET,/admin/me/detail,,,,"accept,accept-language,client-id,client-version,d,lang,referer,sec-ch-ua,sec-ch-ua-mobile,sec-ch-ua-platform,user-agent,x-device-id",Header: browser session/runtime,200,False,string,FAT admin authenticated browser session; exact permission/role mapping pending,No mutation observed in this discovery action,Not applicable for observed read interaction,Page/network response rendered; business data values not persisted,admin/other,后台账户详情(当前登陆信息)-seven,后台/后台账号管理/后台账户详情(当前登陆信息)-seven.bru,ACTIVE_FAILED,YES,fat-admin-full-scan.json network events 1; DOM route/control snapshot,HTTP 200; business_status=False,Dependent interactions on this failed response require separate verification
