top_menu,parent_permission_id,parent_permission_name,operation_id,operation_name,declared_path,documented,inventory_name,inventory_file,runtime_request_status
运营管理,90700,日常报表,90701,渠道业绩报表,/admin/reports/channel,YES,渠道报表-todo | 渠道报表导出-todo | 渠道日报表-sandy,后台/报表/渠道报表/渠道日报表-sandy.bru | 后台/运营管理/日常报表/渠道业绩/渠道报表-todo.bru | 后台/运营管理/日常报表/渠道业绩/渠道报表导出-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90700,日常报表,90702,渠道业绩报表明细,/admin/reports/channel/detail,YES,渠道报表明细-todo | 渠道日报表明细-wesley,后台/报表/渠道报表/渠道日报表明细-wesley.bru | 后台/运营管理/日常报表/渠道业绩/渠道报表明细-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90700,日常报表,90703,渠道业绩报表导出,/admin/reports/channel/export,YES,渠道日报表导出,后台/报表/渠道报表/渠道日报表导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,90700,日常报表,90704,渠道业绩报表明细导出,/admin/reports/channel/detail/export,YES,渠道报表明细导出-todo | 渠道日报表明细导出,后台/报表/渠道报表/渠道日报表明细导出.bru | 后台/运营管理/日常报表/渠道业绩/渠道报表明细导出-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90700,日常报表,90705,首页报表数据,/admin/reports/bi/basic,YES,首页BI,后台/报表/首页BI.bru,NOT_TRIGGERED_FROM_UI
运营管理,90700,日常报表,90706,首页全站柱状图,/admin/reports/bi/chart,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90800,客户端配置,90801,客户端版本新增,/admin/client/version/insert,YES,版本管理新增,后台/运营管理/客户端管理/版本号管理/版本管理新增.bru,NOT_TRIGGERED_FROM_UI
运营管理,90800,客户端配置,90802,客户端版本编辑,/admin/client/version/update,YES,版本管理更新,后台/运营管理/客户端管理/版本号管理/版本管理更新.bru,NOT_TRIGGERED_FROM_UI
运营管理,90800,客户端配置,90803,客户端版本列表,/admin/client/version/list,YES,版本管理列表,后台/运营管理/客户端管理/版本号管理/版本管理列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90901,站内信列表,/admin/message/list,YES,已阅读名单-todo | 获取消息列表-todo,后台/运营管理/站内信管理/已阅读名单-todo.bru | 后台/运营管理/站内信管理/获取消息列表-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90902,创建站内信,/admin/message/send,YES,发送站内信消息 | 发送站内信消息-todo,代理后台/消息管理/发送站内信消息.bru | 后台/运营管理/站内信管理/发送站内信消息-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90903,撤销站内信,/admin/message/revoke,YES,撤销站内信-todo,后台/运营管理/站内信管理/撤销站内信-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90904,导出站内信列表,/admin/message/export,YES,站内信导出-todo,后台/运营管理/站内信管理/站内信导出-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90905,站内信已阅读名单,/admin/message/reads,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90906,消息模板列表,/admin/message/templates/list,YES,获取消息模板列表-todo,后台/运营管理/消息模板/获取消息模板列表-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90907,消息模板导出,/admin/message/templates/export,YES,消息模板导出-todo,后台/运营管理/消息模板/消息模板导出-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,90900,站内信,90908,消息模板更新,/admin/message/templates/update,YES,更新消息模板-todo,后台/运营管理/消息模板/更新消息模板-todo.bru,NOT_TRIGGERED_FROM_UI
运营管理,95000,跑马灯,95001,跑马灯--列表,/admin/marquee/list,YES,列表,后台/跑马灯/列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,95000,跑马灯,95002,跑马灯--添加,/admin/marquee/add,YES,添加,后台/跑马灯/添加.bru,NOT_TRIGGERED_FROM_UI
运营管理,95000,跑马灯,95003,跑马灯--修改,/admin/marquee/update,YES,修改/启用停止切换,后台/跑马灯/修改-启用停止切换.bru,NOT_TRIGGERED_FROM_UI
运营管理,95000,跑马灯,95004,跑马灯--删除,/admin/marquee/delete,YES,删除,后台/跑马灯/删除.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96001,爆奖榜列表,/admin/hotBetNotice/list,YES,爆彩列表查询,后台/爆彩/爆彩列表查询.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96002,爆奖榜导出,/admin/hotBetNotice/export,YES,爆彩列表导出,后台/爆彩/爆彩列表导出.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96003,爆奖设置详情,/admin/hotBetNotice/config/detail,YES,爆彩设置查询,后台/爆彩/爆彩设置查询.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96004,爆奖设置更新,/admin/hotBetNotice/config/update,YES,爆彩设置更新,后台/爆彩/爆彩设置更新.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96005,爆奖展示黑名单列表,/admin/hotBetNotice/displayBlacklist/list,YES,爆彩黑名单列表,后台/爆彩/爆彩黑名单列表.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96006,爆奖展示黑名单新增,/admin/hotBetNotice/displayBlacklist/insert,YES,爆彩黑名单新增,后台/爆彩/爆彩黑名单新增.bru,NOT_TRIGGERED_FROM_UI
运营管理,96000,爆奖榜,96007,爆奖展示黑名单删除,/admin/hotBetNotice/displayBlacklist/remove,YES,爆彩黑名单删除,后台/爆彩/爆彩黑名单删除.bru,NOT_TRIGGERED_FROM_UI
运营管理,91100,门店客户端,91002,门店客户端场馆开关,/shop/gs/update,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,91100,门店客户端,91101,门店客户端列表,/shop/gs/list,NO,,,NOT_TRIGGERED_FROM_UI
运营管理,91200,充值倍率,91201,充值倍率列表,/admin/sys/config/deposit/multiple/list,YES,平台充值倍率列表-aliang,后台/运营管理/客户端管理/平台倍率/平台充值倍率列表-aliang.bru,NOT_TRIGGERED_FROM_UI
运营管理,91200,充值倍率,91202,充值倍率编辑,/admin/sys/config/deposit/multiple/update,YES,平台充值倍率更新-aliang,后台/运营管理/客户端管理/平台倍率/平台充值倍率更新-aliang.bru,NOT_TRIGGERED_FROM_UI
运营管理,91200,充值倍率,91203,充值倍率操作记录,/admin/sys/config/deposit/multiple/log,YES,平台充值倍率异动记录-aliang,后台/运营管理/客户端管理/平台倍率/平台充值倍率异动记录-aliang.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100110,电销旋转导入,/admin/promo/rotate/telemarketing/import,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100101,活动列表导出,/admin/promo/export,YES,导出活动列表 - felix,后台/活动/导出活动列表 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100102,礼金明细,/admin/promo/bonus/list,YES,礼金明细 - felix,后台/活动/礼金明细 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100103,礼金明细导出,/admin/promo/bonus/export,YES,导出礼金明细 - felix,后台/活动/导出礼金明细 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100104,xp经验值列表,/admin/vip/xp/list,YES,xp成长日志 - felix,后台/VIP/xp成长日志 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100105,xp经验值导出,/admin/vip/xp/export,YES,导出xp成长日志 - felix,后台/VIP/导出xp成长日志 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100106,会员详情-礼金列表,/admin/bonus/list,YES,礼金列表 - felix,后台/VIP/礼金列表 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100107,会员详情-礼金导出,/admin/bonus/export,YES,导出礼金列表 - felix,后台/VIP/导出礼金列表 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100108,会员详情-手动发放礼金,/admin/bonus/manual/send,YES,手动发放礼金,后台/活动/手动发放礼金 - felix.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100109,电销旋转导出,/admin/promo/rotate/telemarketing/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100140,app>某个版本登录送50记录,/admin/promo/super/login/bonus/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100137,电销旋转记录,/admin/promo/rotate/telemarketing/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100144,返水翻牌记录,/admin/promo/flip/card/report,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100135,免费旋转每日投注+存款记录,/admin/promo/rotate/bet/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100133,免费旋转首存记录,/admin/promo/rotate/deposit/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100142,返水活动记录,/admin/promo/rebate/rebat/report,YES,返水列表,活动/后台-活动管理/投注返水/返水列表.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100131,免费旋转kyc记录,/admin/promo/rotate/reg/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100146,首存阶梯活动记录,/admin/promo/deposit/first/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100129,老虎机排行榜记录,/admin/promo/slot/machine/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100127,首次app登录送20记录,/admin/promo/login/bonus/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100148,复存阶梯活动记录,/admin/promo/deposit/restore/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100125,充值返现活动记录,/admin/promo/deposit/bonus/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100150,每日多存阶梯活动记录,/admin/promo/deposit/repeatedly/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100122,tpg活动导入,/admin/promo/tpg/bonus/insert,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100120,cq9活动礼金列表,/admin/promo/cq9/bonus/list,YES,礼金明细-seven,后台/活动/cq9返水/礼金明细-seven.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100147,首存阶梯活动导出,/admin/promo/deposit/first/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100149,复存阶梯活动导出,/admin/promo/deposit/restore/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100145,返水翻牌导出,/admin/promo/flip/card/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100151,每日多存阶梯活动导出,/admin/promo/deposit/repeatedly/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100143,返水活动导出,/admin/promo/rebate/rebat/export,YES,返水列表导出,活动/后台-活动管理/投注返水/返水列表导出.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100132,免费旋转kyc导出,/admin/promo/rotate/reg/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100141,app>某个版本登录送50导出,/admin/promo/super/login/bonus/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100136,免费旋转每日投注+存款导出,/admin/promo/rotate/bet/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100134,免费旋转首存导出,/admin/promo/rotate/deposit/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100130,老虎机排行榜导出,/admin/promo/slot/machine/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100128,首次app登录送20导出,/admin/promo/login/bonus/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100126,充值返现记录导出,/admin/promo/deposit/bonus/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100124,tpg活动导出,/admin/promo/tpg/bonus/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100123,tpg活动记录,/admin/promo/tpg/bonus/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100121,cq9活动导出,/admin/promo/cq9/bonus/export,YES,导出礼金明细-seven,后台/活动/cq9返水/导出礼金明细-seven.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100164,pt排行榜列表,/admin/promo/pt/list,YES,列表,活动/后台-活动管理/pt排行榜/列表.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100165,pt排行榜导出,/admin/promo/pt/export,YES,导出,活动/后台-活动管理/pt排行榜/导出.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100152,存款活动游戏配置记录,/admin/promo/deposit/game/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100153,kyc送免费次数记录,/admin/promo/rotate/kyc/list,YES,列表,活动/后台-活动管理/KYC通过送免费旋转/列表.bru,NOT_TRIGGERED_FROM_UI
活动管理,100100,活动列表,100154,kyc送免费次数导出,/admin/promo/rotate/kyc/export,YES,导出,活动/后台-活动管理/KYC通过送免费旋转/导出.bru,NOT_TRIGGERED_FROM_UI
活动管理,100200,vip任务中心,100201,vip任务列表,/admin/promo/task/list,YES,任务中心列表-seven,后台/vip任务中心/任务中心列表-seven.bru,NOT_TRIGGERED_FROM_UI
活动管理,100200,vip任务中心,100202,vip任务列表-导出,/admin/promo/task/export,YES,任务中心导出-seven,后台/vip任务中心/任务中心导出-seven.bru,NOT_TRIGGERED_FROM_UI
活动管理,100200,vip任务中心,100203,vip任务列表-代币明细,/admin/promo/task/transaction,YES,任务奖金列表-seven,后台/vip任务中心/任务奖金列表-seven.bru,NOT_TRIGGERED_FROM_UI
活动管理,100200,vip任务中心,100204,vip任务列表-代币导出,/admin/promo/task/transaction/export,YES,任务奖励列表导出-seven,后台/vip任务中心/任务奖励列表导出-seven.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100301,商城产品列表,/admin/mall/goods/list,YES,获取产品列表-todo,后台/商城管理/获取产品列表-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100302,商城产品详情,/admin/mall/goods/detail,YES,产品详情,后台/商城管理/产品详情-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100303,新增商城产品,/admin/mall/goods/insert,YES,新增商城商品-todo,后台/商城管理/新增商城商品-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100304,修改商城产品,/admin/mall/goods/update,YES,更新商城商品-todo,后台/商城管理/更新商城商品-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100305,商城产品列表导出,/admin/mall/goods/export,YES,产品导出-todo,后台/商城管理/产品导出-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100306,商城订单列表导出,/admin/mall/order/export,YES,商城订单导出-todo,后台/商城订单记录/商城订单导出-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100307,商城订单手动发货,/admin/mall/order/delivery,YES,手动发货-todo,后台/商城订单记录/手动发货-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100308,商城订单详情,/admin/mall/order/detail,YES,商城订单详情-todo,后台/商城订单记录/商城订单详情-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100309,商城订单列表,/admin/mall/order/list,YES,商城订单列表-todo,后台/商城订单记录/商城订单列表-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100310,获取域名下拉列表,/admin/rechargeCard/listForSelect,YES,获取充值卡下拉列表-todo,后台/其它/获取充值卡下拉列表-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100311,代币商城订单详情,/admin/filcoin/order/export,YES,代币商城订单导出-todo,后台/财务管理/代币商城订单/代币商城订单导出-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100312,代币商城订单列表,/admin/filcoin/order/list,YES,代币商城订单列表-todo,后台/财务管理/代币商城订单/代币商城订单列表-todo.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100313,vip代币账变列表,/admin/finance/tokens/transaction/list,YES,代币账变列表,后台/vip代币钱包/代币账变列表.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100314,vip代币导出,/admin/finance/tokens/transaction/export,YES,代币账变导出,后台/vip代币钱包/代币账变导出.bru,NOT_TRIGGERED_FROM_UI
活动管理,100300,vip商城,100315,代币上下分,/admin/finance/tokens/adjust,YES,代币上下分,后台/vip代币钱包/代币上下分.bru,NOT_TRIGGERED_FROM_UI
活动管理,100400,世界杯活动,100401,派发记录列表,/promo/world/cup/bti/list,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100400,世界杯活动,100402,派发记录导出,/admin/promo/world/cup/bti/export,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100400,世界杯活动,100403,手动重试派发,/admin/promo/world/cup/bti/retry,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100400,世界杯活动,100404,取消FreeBet,/admin/promo/world/cup/bti/cancel,NO,,,NOT_TRIGGERED_FROM_UI
活动管理,100400,世界杯活动,100405,同步状态,/admin/promo/world/cup/bti/sync,NO,,,NOT_TRIGGERED_FROM_UI
代理管理,120601,代理统计,120602,代理统计导出,/admin/reports/agency/export,YES,代理统计导出,后台/代理管理/代理统计导出.bru,NOT_TRIGGERED_FROM_UI
代理管理,120601,代理统计,120603,代理统计列表,/admin/reports/agency,YES,代理统计报表,后台/代理管理/代理统计报表.bru,NOT_TRIGGERED_FROM_UI
