执行用例编号,总用例编号,用例名称,接口/流程,前置条件,数据集,输入变量,请求/步骤,预期/断言,就绪情况
2027-API-031,ISOP-2027-C12,中间名命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""middle_name"":""${query_data.middle_name}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set ""${query_data.ids}""
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-032,ISOP-2027-C12,姓氏命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""last_name"":""${query_data.last_name}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set ""${query_data.ids}""
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-033,ISOP-2027-C12,名字不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""first_name"":""QANeverExistingName202709""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-034,ISOP-2027-C12,中间名不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""middle_name"":""QANeverExistingName202709""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-035,ISOP-2027-C12,姓氏不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""last_name"":""QANeverExistingName202709""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-036,ISOP-2027-C12,提交人命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""created_name"":""${query_data.created_name}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set ""${query_data.ids}""
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-037,ISOP-2027-C12,提交人不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""created_name"":""QANeverExistingOperator202709""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-038,ISOP-2027-C12,时间窗命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""stime"":""${query_data.start}"",""etime"":""${query_data.end}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set ""${query_data.ids}""
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-039,ISOP-2027-C12,未来时间不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""stime"":""${query_data.future}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-040,ISOP-2027-C12,过去时间不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""etime"":""${query_data.past}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-041,ISOP-2027-C12,组合条件命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""phone"":""${query_data.phone}"",""last_name"":""${query_data.last_name}"",""created_name"":""${query_data.created_name}"",""stime"":""${query_data.start}"",""etime"":""${query_data.end}""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set ""${query_data.ids}""
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-042,ISOP-2027-C12,组合条件不命中,/admin/kyc/review/list,已知两条已处理申请；固定UID,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":1,""page_size"":100,""phone"":""${query_data.phone}"",""last_name"":""QANeverExistingName202709""}}
query-no-effects [A] kyc_snapshot {}","集合和总数精确匹配独立预期
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 0
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-API-043,ISOP-2027-C12,越界分页,/admin/kyc/review/list,已处理总数2,固定组合,{},"prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
review [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":2,""reason"":""""}}
after [A] kyc_snapshot {}
verify [A] kyc_verify {""params"":{""before"":""${pending}"",""after"":""${after}"",""changes"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}}
query-fixture [A] kyc_query_fixture {}
filter [A] GET /admin/kyc/review/list {""query"":{""uid"":""${fixture.uid}"",""state"":2,""page"":3,""page_size"":1}}
query-no-effects [A] kyc_snapshot {}","d=[]；t=2
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
review: http eq 200
review: body.status eq true
after: snapshot.pending count 0
after: snapshot.processed count 1
after: snapshot.processed.0.id eq ""${pending.pending.0.id}""
after: snapshot.processed.0.state eq 2
verify: checks.formal eq true
verify: checks.audit_append eq true
filter: http eq 200
filter: body.status eq true
filter: body.data.t eq 1
filter: body.data.d pluck_set []
query-no-effects: snapshot eq ""${after}""",可执行
2027-FLOW-005,ISOP-2027-C06,分行核准同步,待补场景,明确分行名称与ID参数映射,固定组合,{},分行核准同步,两表门店ID及名称同步,尚未迁移此场景的可执行步骤；历史证据保持原编号，不能充当本轮执行。
2027-API-044,ISOP-2027-C01,其余KYC状态编辑,待补场景,五状态映射及独立样本,固定组合,{},其余KYC状态编辑,允许编辑且状态不变,状态1/4缺少已确认准备路径；本轮fixture固定为提交后状态2。
2027-API-045,ISOP-2027-C08,原因最大长度,待补场景,产品确认最大长度L,固定组合,{},原因最大长度,L允许；L+1拒绝,最大长度契约未给出；500/1000/2000字节只作观察，不计最大值PASS。
2027-FLOW-006,ISOP-2027-C16,两个不同复核人竞争,待补场景,三个独立身份；一条待复核,固定组合,{},两个不同复核人竞争,只允许一个决定成功,尚未迁移此场景的可执行步骤；历史证据保持原编号，不能充当本轮执行。
2027-FLOW-007,ISOP-2027-C16,核准中途故障回滚,待补场景,可控故障注入与隔离数据,固定组合,{},核准中途故障回滚,全部回滚；可恢复,尚未迁移此场景的可执行步骤；历史证据保持原编号，不能充当本轮执行。
review-list-state-1,ISOP-2027-C12,复核页签列表结构,/admin/kyc/review/list,FAT；A本轮登录,固定组合,{},"query [A] GET /admin/kyc/review/list {""query"":{""state"":1,""page"":1,""page_size"":20},""auth"":""valid""}","success；[{""path"": ""http"", ""op"": ""eq"", ""value"": 200}, {""path"": ""body.status"", ""op"": ""eq"", ""value"": true}, {""path"": ""body.data"", ""op"": ""type"", ""value"": ""object""}, {""path"": ""body.data.d"", ""op"": ""type"", ""value"": ""array""}, {""path"": ""body.data.t"", ""op"": ""type"", ""value"": ""integer""}]
query: http eq 200
query: body.status eq true
query: body.data type ""object""
query: body.data.d type ""array""
query: body.data.t type ""integer""
query: body.data.d max_count 20",可执行
review-list-state-2,ISOP-2027-C12,复核页签列表结构,/admin/kyc/review/list,FAT；A本轮登录,固定组合,{},"query [A] GET /admin/kyc/review/list {""query"":{""state"":2,""page"":1,""page_size"":20},""auth"":""valid""}","success；[{""path"": ""http"", ""op"": ""eq"", ""value"": 200}, {""path"": ""body.status"", ""op"": ""eq"", ""value"": true}, {""path"": ""body.data"", ""op"": ""type"", ""value"": ""object""}, {""path"": ""body.data.d"", ""op"": ""type"", ""value"": ""array""}, {""path"": ""body.data.t"", ""op"": ""type"", ""value"": ""integer""}]
query: http eq 200
query: body.status eq true
query: body.data type ""object""
query: body.data.d type ""array""
query: body.data.t type ""integer""
query: body.data.d max_count 20",可执行
review-result-2,ISOP-2027-C12,核准/驳回筛选命中数据,/admin/kyc/review/list,FAT；A本轮登录,固定组合,{},"query [A] GET /admin/kyc/review/list {""query"":{""state"":2,""review_status"":2,""page"":1,""page_size"":20},""auth"":""valid""}","success；[{""path"": ""http"", ""op"": ""eq"", ""value"": 200}, {""path"": ""body.status"", ""op"": ""eq"", ""value"": true}, {""path"": ""body.data"", ""op"": ""type"", ""value"": ""object""}, {""path"": ""body.data.d"", ""op"": ""type"", ""value"": ""array""}, {""path"": ""body.data.t"", ""op"": ""type"", ""value"": ""integer""}, {""path"": ""body.data.d"", ""op"": ""nonempty""}, {""path"": ""body.data.d.0.state"", ""op"": ""eq"", ""value"": 2}]
query: http eq 200
query: body.status eq true
query: body.data type ""object""
query: body.data.d type ""array""
query: body.data.t type ""integer""
query: body.data.d nonempty ""非空""
query: body.data.d rows_eq 2
query: body.data.d rows_have_keys [""id"", ""uid"", ""created_at"", ""before_info"", ""after_info""]",可执行
review-result-3,ISOP-2027-C12,核准/驳回筛选命中数据,/admin/kyc/review/list,FAT；A本轮登录,固定组合,{},"query [A] GET /admin/kyc/review/list {""query"":{""state"":2,""review_status"":3,""page"":1,""page_size"":20},""auth"":""valid""}","success；[{""path"": ""http"", ""op"": ""eq"", ""value"": 200}, {""path"": ""body.status"", ""op"": ""eq"", ""value"": true}, {""path"": ""body.data"", ""op"": ""type"", ""value"": ""object""}, {""path"": ""body.data.d"", ""op"": ""type"", ""value"": ""array""}, {""path"": ""body.data.t"", ""op"": ""type"", ""value"": ""integer""}, {""path"": ""body.data.d"", ""op"": ""nonempty""}, {""path"": ""body.data.d.0.state"", ""op"": ""eq"", ""value"": 3}]
query: http eq 200
query: body.status eq true
query: body.data type ""object""
query: body.data.d type ""array""
query: body.data.t type ""integer""
query: body.data.d nonempty ""非空""
query: body.data.d rows_eq 3
query: body.data.d rows_have_keys [""id"", ""uid"", ""created_at"", ""before_info"", ""after_info""]",可执行
auth-missing,ISOP-2027-C12,未登录/无效token不得泄露查询结果,/admin/kyc/review/list,FAT；A本轮登录,固定组合,{},"query [A] GET /admin/kyc/review/list {""query"":{""state"":1,""page"":1,""page_size"":20},""auth"":""missing""}","auth_rejected；[{""path"": ""http"", ""op"": ""eq"", ""value"": 200}, {""path"": ""body.status"", ""op"": ""eq"", ""value"": false}, {""path"": ""body.data"", ""op"": ""eq"", ""value"": ""token""}]
query: http eq 200
query: body.status eq false
query: body.data eq ""token""",可执行
auth-invalid,ISOP-2027-C12,未登录/无效token不得泄露查询结果,/admin/kyc/review/list,FAT；A本轮登录,固定组合,{},"query [A] GET /admin/kyc/review/list {""query"":{""state"":1,""page"":1,""page_size"":20},""auth"":""invalid""}","auth_rejected；[{""path"": ""http"", ""op"": ""eq"", ""value"": 200}, {""path"": ""body.status"", ""op"": ""eq"", ""value"": false}, {""path"": ""body.data"", ""op"": ""eq"", ""value"": ""token""}]
query: http eq 200
query: body.status eq false
query: body.data eq ""token""",可执行
2027-API-review-parameters:reason-space,"ISOP-2027-C08,ISOP-2027-C09,ISOP-2027-C11",复核参数边界,/admin/kyc/review,本轮独立KYC会员，B编辑，A复核,reason-space,"{""data"":{""status"":3,""reason"":"" \t ""}}","prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":""${data.status}"",""reason"":""${data.reason}""}}
after [A] kyc_snapshot {}
数据集 reason-space: {""status"": 3, ""reason"": "" \t ""}","HTTP200且业务拒绝；前后快照完全一致
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
2027-API-review-parameters:status-zero,"ISOP-2027-C08,ISOP-2027-C09,ISOP-2027-C11",复核参数边界,/admin/kyc/review,本轮独立KYC会员，B编辑，A复核,status-zero,"{""data"":{""status"":0,""reason"":""QA invalid status""}}","prepare [A] kyc_fixture {}
payload [A] kyc_edit_payload {""params"":{""first_name"":""CodexPlan"",""current_address"":""Manila QA Plan""}}
edit [B] POST /admin/kyc/edit {""body"":""${edit}""}
pending [A] kyc_snapshot {}
negative [A] POST /admin/kyc/review {""body"":{""id"":""${pending.pending.0.id}"",""review_status"":""${data.status}"",""reason"":""${data.reason}""}}
after [A] kyc_snapshot {}
数据集 status-zero: {""status"": 0, ""reason"": ""QA invalid status""}","HTTP200且业务拒绝；前后快照完全一致
edit: http eq 200
edit: body.status eq true
pending: snapshot.formal eq ""${baseline.formal}""
pending: snapshot.pending count 1
pending: snapshot.processed count 0
pending: snapshot.audit append_only ""${baseline.audit}""
negative: http eq 200
negative: body.status eq false
after: snapshot eq ""${pending}""",可执行
